,id_left,name_left,color,feature_id,coordinates,geometry_type,geometry,index_right,id_right,name_right,is_tbd
626,eac-c2c,EAC-C2C,#3a56a6,eac-c2c-0,"[ [ [ 120.12788799225589, 21.457551614722192 ], [ 118.79999007691224, 21.530685333962541 ], [ 117.4499910332642, 21.844294079173689 ], [ 115.64999230840026, 22.052985616677539 ], [ 114.97499278657615, 22.365445686418724 ], [ 114.25868329401681, 22.318292678971488 ] ], [ [ 114.20292333351767, 22.222050419736831 ], [ 114.63749302566418, 20.796306105108872 ], [ 115.42499246779222, 18.238460810952724 ], [ 116.99999135204831, 16.10232559580297 ], [ 119.24998975812831, 14.365653759228442 ], [ 120.14998912056028, 13.820086409698062 ], [ 121.06600847164388, 13.762418337904428 ] ], [ [ 121.46258819070279, 25.168986122701572 ], [ 121.3874882439044, 25.742038029757644 ], [ 121.94998784542422, 26.751029869608292 ], [ 123.52498672968029, 28.148653708881287 ], [ 123.29998688907226, 30.113886122109243 ], [ 122.17498768603225, 30.74440510438189 ], [ 121.92508786246776, 30.852678537714777 ], [ 122.17498768603225, 31.034033881789767 ], [ 122.84998720785636, 31.466828945478252 ], [ 128.0249835418403, 32.800499176018683 ], [ 128.69998306366443, 34.300535530690453 ], [ 128.99949285148878, 35.158882668071676 ], [ 129.5999824260964, 34.300535530690453 ], [ 129.5999824260964, 32.800499176018683 ], [ 129.5999824260964, 31.658543951906601 ], [ 130.49998178852834, 30.889328974889438 ], [ 132.74998019460836, 30.889328974889438 ], [ 134.99997860068837, 31.274720539181796 ], [ 136.79997732555231, 32.040788439742087 ], [ 137.02497716616034, 32.800499176018683 ], [ 136.87399727311598, 34.325215545374839 ], [ 137.69997668798445, 33.927972678693564 ], [ 138.59997605041642, 33.927972678693564 ], [ 139.27497557224055, 34.114459241194844 ], [ 139.89372513391251, 34.393419492403375 ], [ 140.0343500336966, 34.679162981906806 ], [ 140.02028754365847, 34.84090484813936 ], [ 139.95485509060742, 34.965046603583694 ], [ 140.09059999384857, 34.84090484813936 ], [ 140.31559983445661, 34.679162981906806 ], [ 140.4562247354325, 34.393419492403375 ], [ 140.73747453619251, 33.927972678693564 ], [ 140.62497461588839, 32.421443555350706 ], [ 140.17497493467252, 30.889328974889438 ], [ 138.82497589102445, 28.544693071144245 ], [ 137.24997700676838, 26.951770291881271 ], [ 132.74998019460836, 23.698382121989734 ], [ 130.94998146974444, 22.871697869961849 ], [ 125.99998497636834, 21.203287979625483 ], [ 122.84998720785636, 20.361858037652684 ], [ 121.04998848299225, 19.303604751105766 ], [ 120.14998912056028, 18.665324684249942 ], [ 119.24998975812831, 17.810546396608341 ], [ 119.02498991752027, 15.222213115980855 ], [ 119.58748951904028, 14.569901804622967 ], [ 120.14998912056028, 13.915654478895796 ], [ 121.06600847164388, 13.748759175855872 ], [ 120.14998912056028, 13.2595509442811 ], [ 118.79999007691224, 12.601672204746537 ], [ 116.09999198961616, 9.0664442399071401 ], [ 114.07499342414418, 7.7309546113300023 ], [ 110.69999581502417, 5.9438319704464257 ], [ 110.02499629320025, 5.4960740350218584 ], [ 107.99999772772827, 4.599574515521482 ], [ 107.09999836529612, 4.0386746494662482 ], [ 105.74999932164808, 3.2527750804267388 ], [ 105.24374968028005, 2.8034048665884481 ], [ 104.62500011860807, 1.454368851373345 ], [ 104.28790035741287, 1.2155965209320909 ], [ 104.16377044534778, 1.2100052777282211 ], [ 103.98701057056589, 1.375392999849927 ], [ 104.17793043531677, 1.2493461868774289 ], [ 104.28790035741287, 1.299801162778933 ], [ 104.42847525782817, 1.454368851373345 ], [ 104.79374999906415, 2.8034048665884481 ], [ 105.74999932164808, 4.1508873721376549 ], [ 107.09999836529612, 4.9359059752771666 ], [ 107.99999772772827, 5.6080461663058001 ], [ 110.47499597441613, 7.7309546113300023 ], [ 111.71249509776025, 9.9540646784088445 ], [ 112.72499438049614, 12.601672204746537 ], [ 114.29999326415633, 17.095079260964887 ], [ 114.52499310536027, 18.238460810952724 ], [ 114.1874933444483, 20.783159233732995 ], [ 114.25868329401681, 22.305283024668398 ] ], [ [ 124.6499859327203, 35.419780517080355 ], [ 121.49998816420832, 35.785661899526218 ], [ 120.34246898420574, 36.087310907419393 ] ], [ [ 103.98701057056589, 1.3894513968002331 ], [ 104.18740042860793, 1.289568782938401 ], [ 104.28790035741287, 1.3419274352701029 ], [ 104.4004002777168, 1.468426767331968 ], [ 104.73750003891219, 2.8174504426541689 ], [ 105.74999932164808, 4.2771076021903029 ], [ 107.09999836529612, 5.0619869544161142 ], [ 107.99999772772827, 5.7339891141501269 ], [ 110.24999613380828, 7.7448890525514473 ], [ 111.4874952571522, 9.9679151869741318 ], [ 112.49999453988829, 12.615395567393394 ], [ 114.07499342354828, 17.108519960795679 ], [ 114.29999326475222, 18.251816319028222 ], [ 114.07499342414418, 20.796306105108872 ], [ 114.20292333351767, 22.222050419736831 ] ], [ [ 121.3832882468796, 25.149980712893985 ], [ 121.72498800481618, 25.754704263415231 ], [ 121.94998784542422, 26.058287560299039 ], [ 122.84998720785636, 26.260240971577822 ], [ 128.69998306366443, 25.754704263415231 ], [ 131.39998115096031, 26.159307970773899 ], [ 132.74998019460836, 26.159307970773899 ] ], [ [ 114.25868329401681, 22.318292678971488 ], [ 114.97499278657615, 22.261369678340607 ], [ 115.64999230840026, 21.948678137927157 ], [ 117.4499910332642, 21.635297384859552 ], [ 118.79999007691224, 21.006499845176737 ], [ 121.02775554672928, 20.827994119059056 ], [ 122.84998720785636, 20.796306105108872 ], [ 125.99998497636834, 22.052985616677539 ], [ 128.69998306366443, 23.298598065875897 ], [ 132.74998019460836, 26.159307970773899 ] ], [ [ 114.25868329401681, 22.318292678971488 ], [ 114.97499278657615, 22.313417380769337 ], [ 115.64999230840026, 22.000841467910675 ], [ 117.4499910332642, 21.739833730911059 ], [ 118.79999007691224, 21.216397899941999 ], [ 121.02775554672928, 21.038143463338198 ], [ 122.84998720785636, 21.216397899941999 ], [ 124.19998625150441, 22.052985616677539 ], [ 125.09998561393637, 24.12261698700344 ], [ 125.38123541469638, 25.551882759425869 ], [ 125.66248521545637, 26.159307970773899 ], [ 126.67498449819227, 28.55704546571133 ], [ 126.89998433880031, 29.540507745394493 ], [ 127.34998402001638, 30.708139993541643 ], [ 125.09998561393637, 33.189714664600466 ], [ 124.6499859327203, 34.312151652235471 ], [ 124.6499859327203, 35.419780517080355 ], [ 125.54998529515227, 36.149866786817803 ], [ 126.39158469895561, 36.57633045558579 ], [ 125.54998529515227, 35.96797434759339 ], [ 125.09998561393637, 35.419780517080355 ], [ 125.09998561393637, 34.312151652235471 ], [ 125.32498545454442, 33.189714664600466 ], [ 128.24998338244836, 30.708139993541643 ], [ 130.49998178852834, 29.540507745394493 ], [ 132.74998019460836, 29.344566989489813 ], [ 134.99997860068837, 29.344566989489813 ], [ 137.69997668798445, 30.126049846722832 ], [ 139.27497557224055, 30.901396088515508 ], [ 141.2999741377125, 32.052708023486204 ], [ 142.19997350014447, 34.405022750715936 ], [ 142.19997350014447, 35.052229910936731 ], [ 141.97497365953643, 35.785661899526218 ], [ 140.61247462474361, 36.383483735312474 ], [ 141.7499738189284, 35.785661899526218 ], [ 141.7499738189284, 35.052229910936731 ], [ 140.84997445649643, 34.126101040057527 ], [ 138.59997605041642, 33.377806035659333 ], [ 137.69997668798445, 33.659181629050494 ], [ 136.87399727311598, 34.336828252031729 ], [ 137.47497684737641, 32.812318783287601 ], [ 137.69997668798445, 31.286738814391754 ], [ 137.24997700676838, 29.344566989489813 ], [ 132.74998019460836, 26.159307970773899 ] ], [ [ 125.09998561393637, 24.109781889526705 ], [ 123.74998657028833, 25.234286562100099 ], [ 122.84998720785636, 25.539194978687103 ], [ 121.94998784542422, 25.437644438648778 ], [ 121.3832882468796, 25.137250705417735 ], [ 121.94998784542422, 25.33600821718872 ], [ 122.39998752664029, 24.928611492263457 ], [ 122.84998720785636, 24.007054825363046 ], [ 122.39998752664029, 22.456448440599448 ], [ 121.04998848299225, 19.727750791331481 ], [ 119.69998943934421, 18.665324684249942 ], [ 118.79999007691224, 17.810546396608341 ], [ 118.79999007691224, 15.222213115980855 ], [ 119.36248967843224, 14.569901804622967 ], [ 120.14998912056028, 14.352030559547492 ], [ 120.82019864577752, 14.273021484821282 ], [ 120.14998912056028, 14.024826773554539 ], [ 118.79999007691224, 13.040451242220165 ], [ 115.64999230840026, 9.0664442399071401 ], [ 113.84999358353615, 7.7309546113300023 ], [ 110.47499597441613, 5.9438319704464257 ], [ 109.79999645259221, 5.4960740350218584 ], [ 107.99999772772827, 4.7117032274471908 ], [ 107.09999836529612, 4.1508873721376549 ], [ 105.74999932164808, 3.3650874262963031 ], [ 105.18749972012807, 2.8034048665884481 ], [ 104.5969251384969, 1.454368851373345 ], [ 104.28790035741287, 1.2296308151774371 ], [ 104.17314043870989, 1.2362692731403599 ], [ 103.98701057056589, 1.375392999849927 ] ], [ [ 120.12788799225589, 21.457551614722192 ], [ 120.37498896116831, 21.635297384859552 ], [ 120.54373884162439, 22.052985616677539 ], [ 120.66219875770618, 22.249254821356629 ] ] ]",MultiLineString,"LINESTRING (120.12788799225589 21.457551614722192, 118.79999007691224 21.53068533396254, 117.4499910332642 21.84429407917369, 115.64999230840026 22.05298561667754, 114.97499278657615 22.365445686418724, 114.2586832940168 22.31829267897149)",635,tseung-kwan-o-china,"Tseung Kwan O, China",False
626,eac-c2c,EAC-C2C,#3a56a6,eac-c2c-0,"[ [ [ 120.12788799225589, 21.457551614722192 ], [ 118.79999007691224, 21.530685333962541 ], [ 117.4499910332642, 21.844294079173689 ], [ 115.64999230840026, 22.052985616677539 ], [ 114.97499278657615, 22.365445686418724 ], [ 114.25868329401681, 22.318292678971488 ] ], [ [ 114.20292333351767, 22.222050419736831 ], [ 114.63749302566418, 20.796306105108872 ], [ 115.42499246779222, 18.238460810952724 ], [ 116.99999135204831, 16.10232559580297 ], [ 119.24998975812831, 14.365653759228442 ], [ 120.14998912056028, 13.820086409698062 ], [ 121.06600847164388, 13.762418337904428 ] ], [ [ 121.46258819070279, 25.168986122701572 ], [ 121.3874882439044, 25.742038029757644 ], [ 121.94998784542422, 26.751029869608292 ], [ 123.52498672968029, 28.148653708881287 ], [ 123.29998688907226, 30.113886122109243 ], [ 122.17498768603225, 30.74440510438189 ], [ 121.92508786246776, 30.852678537714777 ], [ 122.17498768603225, 31.034033881789767 ], [ 122.84998720785636, 31.466828945478252 ], [ 128.0249835418403, 32.800499176018683 ], [ 128.69998306366443, 34.300535530690453 ], [ 128.99949285148878, 35.158882668071676 ], [ 129.5999824260964, 34.300535530690453 ], [ 129.5999824260964, 32.800499176018683 ], [ 129.5999824260964, 31.658543951906601 ], [ 130.49998178852834, 30.889328974889438 ], [ 132.74998019460836, 30.889328974889438 ], [ 134.99997860068837, 31.274720539181796 ], [ 136.79997732555231, 32.040788439742087 ], [ 137.02497716616034, 32.800499176018683 ], [ 136.87399727311598, 34.325215545374839 ], [ 137.69997668798445, 33.927972678693564 ], [ 138.59997605041642, 33.927972678693564 ], [ 139.27497557224055, 34.114459241194844 ], [ 139.89372513391251, 34.393419492403375 ], [ 140.0343500336966, 34.679162981906806 ], [ 140.02028754365847, 34.84090484813936 ], [ 139.95485509060742, 34.965046603583694 ], [ 140.09059999384857, 34.84090484813936 ], [ 140.31559983445661, 34.679162981906806 ], [ 140.4562247354325, 34.393419492403375 ], [ 140.73747453619251, 33.927972678693564 ], [ 140.62497461588839, 32.421443555350706 ], [ 140.17497493467252, 30.889328974889438 ], [ 138.82497589102445, 28.544693071144245 ], [ 137.24997700676838, 26.951770291881271 ], [ 132.74998019460836, 23.698382121989734 ], [ 130.94998146974444, 22.871697869961849 ], [ 125.99998497636834, 21.203287979625483 ], [ 122.84998720785636, 20.361858037652684 ], [ 121.04998848299225, 19.303604751105766 ], [ 120.14998912056028, 18.665324684249942 ], [ 119.24998975812831, 17.810546396608341 ], [ 119.02498991752027, 15.222213115980855 ], [ 119.58748951904028, 14.569901804622967 ], [ 120.14998912056028, 13.915654478895796 ], [ 121.06600847164388, 13.748759175855872 ], [ 120.14998912056028, 13.2595509442811 ], [ 118.79999007691224, 12.601672204746537 ], [ 116.09999198961616, 9.0664442399071401 ], [ 114.07499342414418, 7.7309546113300023 ], [ 110.69999581502417, 5.9438319704464257 ], [ 110.02499629320025, 5.4960740350218584 ], [ 107.99999772772827, 4.599574515521482 ], [ 107.09999836529612, 4.0386746494662482 ], [ 105.74999932164808, 3.2527750804267388 ], [ 105.24374968028005, 2.8034048665884481 ], [ 104.62500011860807, 1.454368851373345 ], [ 104.28790035741287, 1.2155965209320909 ], [ 104.16377044534778, 1.2100052777282211 ], [ 103.98701057056589, 1.375392999849927 ], [ 104.17793043531677, 1.2493461868774289 ], [ 104.28790035741287, 1.299801162778933 ], [ 104.42847525782817, 1.454368851373345 ], [ 104.79374999906415, 2.8034048665884481 ], [ 105.74999932164808, 4.1508873721376549 ], [ 107.09999836529612, 4.9359059752771666 ], [ 107.99999772772827, 5.6080461663058001 ], [ 110.47499597441613, 7.7309546113300023 ], [ 111.71249509776025, 9.9540646784088445 ], [ 112.72499438049614, 12.601672204746537 ], [ 114.29999326415633, 17.095079260964887 ], [ 114.52499310536027, 18.238460810952724 ], [ 114.1874933444483, 20.783159233732995 ], [ 114.25868329401681, 22.305283024668398 ] ], [ [ 124.6499859327203, 35.419780517080355 ], [ 121.49998816420832, 35.785661899526218 ], [ 120.34246898420574, 36.087310907419393 ] ], [ [ 103.98701057056589, 1.3894513968002331 ], [ 104.18740042860793, 1.289568782938401 ], [ 104.28790035741287, 1.3419274352701029 ], [ 104.4004002777168, 1.468426767331968 ], [ 104.73750003891219, 2.8174504426541689 ], [ 105.74999932164808, 4.2771076021903029 ], [ 107.09999836529612, 5.0619869544161142 ], [ 107.99999772772827, 5.7339891141501269 ], [ 110.24999613380828, 7.7448890525514473 ], [ 111.4874952571522, 9.9679151869741318 ], [ 112.49999453988829, 12.615395567393394 ], [ 114.07499342354828, 17.108519960795679 ], [ 114.29999326475222, 18.251816319028222 ], [ 114.07499342414418, 20.796306105108872 ], [ 114.20292333351767, 22.222050419736831 ] ], [ [ 121.3832882468796, 25.149980712893985 ], [ 121.72498800481618, 25.754704263415231 ], [ 121.94998784542422, 26.058287560299039 ], [ 122.84998720785636, 26.260240971577822 ], [ 128.69998306366443, 25.754704263415231 ], [ 131.39998115096031, 26.159307970773899 ], [ 132.74998019460836, 26.159307970773899 ] ], [ [ 114.25868329401681, 22.318292678971488 ], [ 114.97499278657615, 22.261369678340607 ], [ 115.64999230840026, 21.948678137927157 ], [ 117.4499910332642, 21.635297384859552 ], [ 118.79999007691224, 21.006499845176737 ], [ 121.02775554672928, 20.827994119059056 ], [ 122.84998720785636, 20.796306105108872 ], [ 125.99998497636834, 22.052985616677539 ], [ 128.69998306366443, 23.298598065875897 ], [ 132.74998019460836, 26.159307970773899 ] ], [ [ 114.25868329401681, 22.318292678971488 ], [ 114.97499278657615, 22.313417380769337 ], [ 115.64999230840026, 22.000841467910675 ], [ 117.4499910332642, 21.739833730911059 ], [ 118.79999007691224, 21.216397899941999 ], [ 121.02775554672928, 21.038143463338198 ], [ 122.84998720785636, 21.216397899941999 ], [ 124.19998625150441, 22.052985616677539 ], [ 125.09998561393637, 24.12261698700344 ], [ 125.38123541469638, 25.551882759425869 ], [ 125.66248521545637, 26.159307970773899 ], [ 126.67498449819227, 28.55704546571133 ], [ 126.89998433880031, 29.540507745394493 ], [ 127.34998402001638, 30.708139993541643 ], [ 125.09998561393637, 33.189714664600466 ], [ 124.6499859327203, 34.312151652235471 ], [ 124.6499859327203, 35.419780517080355 ], [ 125.54998529515227, 36.149866786817803 ], [ 126.39158469895561, 36.57633045558579 ], [ 125.54998529515227, 35.96797434759339 ], [ 125.09998561393637, 35.419780517080355 ], [ 125.09998561393637, 34.312151652235471 ], [ 125.32498545454442, 33.189714664600466 ], [ 128.24998338244836, 30.708139993541643 ], [ 130.49998178852834, 29.540507745394493 ], [ 132.74998019460836, 29.344566989489813 ], [ 134.99997860068837, 29.344566989489813 ], [ 137.69997668798445, 30.126049846722832 ], [ 139.27497557224055, 30.901396088515508 ], [ 141.2999741377125, 32.052708023486204 ], [ 142.19997350014447, 34.405022750715936 ], [ 142.19997350014447, 35.052229910936731 ], [ 141.97497365953643, 35.785661899526218 ], [ 140.61247462474361, 36.383483735312474 ], [ 141.7499738189284, 35.785661899526218 ], [ 141.7499738189284, 35.052229910936731 ], [ 140.84997445649643, 34.126101040057527 ], [ 138.59997605041642, 33.377806035659333 ], [ 137.69997668798445, 33.659181629050494 ], [ 136.87399727311598, 34.336828252031729 ], [ 137.47497684737641, 32.812318783287601 ], [ 137.69997668798445, 31.286738814391754 ], [ 137.24997700676838, 29.344566989489813 ], [ 132.74998019460836, 26.159307970773899 ] ], [ [ 125.09998561393637, 24.109781889526705 ], [ 123.74998657028833, 25.234286562100099 ], [ 122.84998720785636, 25.539194978687103 ], [ 121.94998784542422, 25.437644438648778 ], [ 121.3832882468796, 25.137250705417735 ], [ 121.94998784542422, 25.33600821718872 ], [ 122.39998752664029, 24.928611492263457 ], [ 122.84998720785636, 24.007054825363046 ], [ 122.39998752664029, 22.456448440599448 ], [ 121.04998848299225, 19.727750791331481 ], [ 119.69998943934421, 18.665324684249942 ], [ 118.79999007691224, 17.810546396608341 ], [ 118.79999007691224, 15.222213115980855 ], [ 119.36248967843224, 14.569901804622967 ], [ 120.14998912056028, 14.352030559547492 ], [ 120.82019864577752, 14.273021484821282 ], [ 120.14998912056028, 14.024826773554539 ], [ 118.79999007691224, 13.040451242220165 ], [ 115.64999230840026, 9.0664442399071401 ], [ 113.84999358353615, 7.7309546113300023 ], [ 110.47499597441613, 5.9438319704464257 ], [ 109.79999645259221, 5.4960740350218584 ], [ 107.99999772772827, 4.7117032274471908 ], [ 107.09999836529612, 4.1508873721376549 ], [ 105.74999932164808, 3.3650874262963031 ], [ 105.18749972012807, 2.8034048665884481 ], [ 104.5969251384969, 1.454368851373345 ], [ 104.28790035741287, 1.2296308151774371 ], [ 104.17314043870989, 1.2362692731403599 ], [ 103.98701057056589, 1.375392999849927 ] ], [ [ 120.12788799225589, 21.457551614722192 ], [ 120.37498896116831, 21.635297384859552 ], [ 120.54373884162439, 22.052985616677539 ], [ 120.66219875770618, 22.249254821356629 ] ] ]",MultiLineString,"LINESTRING (114.20292333351767 22.22205041973683, 114.63749302566418 20.796306105108872, 115.42499246779222 18.238460810952724, 116.99999135204831 16.10232559580297, 119.24998975812831 14.365653759228442, 120.14998912056028 13.820086409698062, 121.06600847164388 13.762418337904428)",641,chung-hom-kok-china,"Chung Hom Kok, China",False
