,id_left,name_left,is_tbd,geometry,index_right,id_right,name_right,color,feature_id,coordinates,geometry_type
1104,genoa-italy,"Genoa, Italy",False,POINT (8.938900000000473 44.410338999999794),41.0,emc-west-1,EMC West-1,#939597,emc-west-1-0,"[ [ [ 34.871970999999647, 32.343948000000225 ], [ 34.818799569379571, 31.510798430049064 ], [ 34.818799569379571, 31.03001726298632 ], [ 34.952207999999871, 29.283851999999897 ] ], [ [ 8.9389000000004728, 44.410338999999794 ], [ 9.4500675408273285, 44.051519228735238 ], [ 9.7875673017394753, 43.401144973153954 ], [ 10.237566980571401, 42.412354500735859 ], [ 10.800066583283387, 41.520132020893271 ], [ 11.925065787515376, 39.698323354933201 ], [ 11.925065786919474, 37.85673997565852 ], [ 12.487565389631278, 37.232354321556137 ], [ 13.893814392835383, 35.96797434759339 ], [ 14.400064034799321, 35.557182044887213 ], [ 16.650062440879331, 35.602612716646163 ], [ 19.350060528175415, 35.967658196632669 ], [ 22.050058614875596, 35.81607643769555 ], [ 22.950057977903466, 35.785661899526218 ], [ 23.400057658523455, 35.266836860309738 ], [ 24.862556622475608, 34.890903553363678 ], [ 24.768278120000296, 35.071407569999813 ] ], [ [ 24.862556622475608, 34.890903553363678 ], [ 25.200056383983473, 34.752371168765407 ], [ 31.050052239791533, 33.377806035659333 ], [ 33.750050327087614, 32.62301664000789 ], [ 34.871970999999647, 32.343948000000225 ], [ 34.762549609227612, 31.510798430049064 ], [ 34.762549609227612, 31.03001726298632 ], [ 34.952207999999871, 29.283851999999897 ] ], [ [ 22.950057977903466, 35.785661899526218 ], [ 23.512557578827565, 36.240655233214881 ], [ 23.736253999999892, 37.976093000000141 ] ] ]",MultiLineString
1105,rome-italy,"Rome, Italy",False,POINT (12.495760000000327 41.90311),193.0,blue,Blue,#7c287d,blue-1,"[ [ [ 14.850063715419495, 38.681091555174525 ], [ 13.950064352987528, 38.417142223456445 ], [ 13.358654772543574, 38.116121616583392 ] ], [ [ 9.0000678596114358, 44.051519228735238 ], [ 8.9388679035619436, 44.410357528853851 ] ], [ [ 14.850063715419495, 38.681091555174525 ], [ 13.500064671771455, 38.856519049872716 ], [ 12.150065628123413, 39.698323354933201 ], [ 11.137566345387336, 41.069340438216202 ], [ 10.687566663575542, 41.520132020893271 ], [ 10.125067060863374, 42.412354500735859 ], [ 9.9000672208514207, 43.073310783003215 ], [ 9.6188174212834028, 43.401144973153954 ], [ 9.0000678596114358, 44.051519228735238 ] ], [ [ 24.012167225495322, 35.512042558637575 ], [ 23.737557420031504, 35.876870570092834 ], [ 22.950057977903466, 36.058973122586814 ], [ 22.050058614875596, 35.679119358342746 ] ], [ [ 10.687566663575542, 41.520132020893271 ], [ 9.9000672220434041, 41.182330346479603 ], [ 9.6131574252930729, 41.004773687597634 ] ], [ [ 11.137566345387336, 41.069340438216202 ], [ 11.700065946907337, 41.266945071687829 ], [ 12.262565548427522, 41.520132020893271 ], [ 12.495760000000327, 41.903109999999998 ] ], [ [ 8.7750680190033989, 43.510031008409008 ], [ 9.3375676205234015, 43.401144973153954 ], [ 9.4500675420194948, 43.073310783003215 ], [ 9.5625674611314384, 42.908732427720366 ], [ 9.4508810000002192, 42.688338873384374 ] ], [ [ 8.7750680190033989, 43.510031008409008 ], [ 9.0000678596114358, 44.051519228735238 ] ], [ [ 35.005095000000225, 29.602772333573608 ], [ 34.65004968892368, 31.03001726298632 ], [ 34.65004968892368, 31.510798430049064 ], [ 34.769679604772712, 32.045011858264829 ] ], [ [ 22.050058614875596, 35.679119358342746 ], [ 21.600058933659522, 35.861676406266049 ], [ 18.000061484527372, 37.052999364233642 ], [ 15.750063078447363, 37.67887792909206 ], [ 15.525063237243426, 38.063704551441539 ], [ 15.637563157547534, 38.240638159471985 ], [ 15.30006339663557, 38.505232979443072 ], [ 14.850063715419495, 38.681091555174525 ] ], [ [ 8.7750680190033989, 43.510031008409008 ], [ 7.2000691353432211, 43.155434676482059 ], [ 6.4125696926194626, 42.826278010375709 ], [ 5.9625700114033879, 42.826278010375709 ], [ 5.3725304299890686, 43.293627789029081 ] ] ]",MultiLineString
1106,bastia-france,"Bastia, France",False,POINT (9.450881000001129 42.69728299999956),,,,,,,
1107,golfo-aranci-italy,"Golfo Aranci, Italy",False,POINT (9.613161999999766 41.00477599999973),,,,,,,
1108,haql-saudi-arabia,"Haql, Saudi Arabia",False,POINT (34.95220799999987 29.283851999999897),42.0,emc-west-2,EMC West-2,#939597,emc-west-2-0,"[ [ [ 34.556011000000687, 31.669509999999626 ], [ 34.481299808467611, 31.03001726298632 ], [ 34.952207999999871, 29.283851999999897 ] ], [ [ 5.3725069999995494, 43.293579000000001 ], [ 6.4125696932153629, 41.744358789482227 ], [ 7.9875685780673429, 38.651811712711336 ], [ 9.0000678596114358, 38.475881348138756 ], [ 10.348617229769278, 38.475881348138756 ], [ 11.812565867211447, 37.85673997565852 ], [ 12.375065468731449, 37.232354321556137 ], [ 13.781314472531456, 35.96797434759339 ], [ 14.400064034799321, 35.465607127623237 ], [ 16.650062440879331, 35.419780517080355 ], [ 19.350060528175415, 35.785661899526218 ], [ 22.050058614875596, 35.404499183513224 ], [ 23.400057658523455, 34.990809718575761 ], [ 24.412556941259535, 34.729259795816326 ], [ 25.200056383983473, 34.474608501824349 ], [ 31.050052239791533, 33.001218522654476 ], [ 33.750050327087614, 32.243210016262736 ], [ 34.556011000000687, 31.669509999999626 ], [ 34.53754976861957, 31.03001726298632 ], [ 34.952207999999871, 29.283851999999897 ] ], [ [ 24.768278120000296, 35.071407569999813 ], [ 24.412556941259535, 34.729259795816326 ] ] ]",MultiLineString
1108,haql-saudi-arabia,"Haql, Saudi Arabia",False,POINT (34.95220799999987 29.283851999999897),41.0,emc-west-1,EMC West-1,#939597,emc-west-1-0,"[ [ [ 34.871970999999647, 32.343948000000225 ], [ 34.818799569379571, 31.510798430049064 ], [ 34.818799569379571, 31.03001726298632 ], [ 34.952207999999871, 29.283851999999897 ] ], [ [ 8.9389000000004728, 44.410338999999794 ], [ 9.4500675408273285, 44.051519228735238 ], [ 9.7875673017394753, 43.401144973153954 ], [ 10.237566980571401, 42.412354500735859 ], [ 10.800066583283387, 41.520132020893271 ], [ 11.925065787515376, 39.698323354933201 ], [ 11.925065786919474, 37.85673997565852 ], [ 12.487565389631278, 37.232354321556137 ], [ 13.893814392835383, 35.96797434759339 ], [ 14.400064034799321, 35.557182044887213 ], [ 16.650062440879331, 35.602612716646163 ], [ 19.350060528175415, 35.967658196632669 ], [ 22.050058614875596, 35.81607643769555 ], [ 22.950057977903466, 35.785661899526218 ], [ 23.400057658523455, 35.266836860309738 ], [ 24.862556622475608, 34.890903553363678 ], [ 24.768278120000296, 35.071407569999813 ] ], [ [ 24.862556622475608, 34.890903553363678 ], [ 25.200056383983473, 34.752371168765407 ], [ 31.050052239791533, 33.377806035659333 ], [ 33.750050327087614, 32.62301664000789 ], [ 34.871970999999647, 32.343948000000225 ], [ 34.762549609227612, 31.510798430049064 ], [ 34.762549609227612, 31.03001726298632 ], [ 34.952207999999871, 29.283851999999897 ] ], [ [ 22.950057977903466, 35.785661899526218 ], [ 23.512557578827565, 36.240655233214881 ], [ 23.736253999999892, 37.976093000000141 ] ] ]",MultiLineString
1109,chai-wan-china,"Chai Wan, China",False,POINT (114.23935699999967 22.26885000000032),109.0,tko-connect,TKO Connect,#de542a,tko-connect-0,"[ [ [ 114.25868329401681, 22.318292678971488 ], [ 114.25781079403889, 22.296070300061047 ], [ 114.23935699999967, 22.26885000000032 ] ], [ [ 114.25868329401681, 22.318292678971488 ], [ 114.24374330400435, 22.296070300061047 ], [ 114.23935699999967, 22.26885000000032 ] ] ]",MultiLineString
1110,bandar-lampung-indonesia,"Bandar Lampung, Indonesia",False,POINT (105.2540970000002 -5.40921),,,,,,,
1111,jimbaran-indonesia,"Jimbaran, Indonesia",False,POINT (115.15980700000121 -8.784060000000133),,,,,,,
1112,benculuk-indonesia,"Benculuk, Indonesia",False,POINT (114.09706372041353 -8.615634129813643),,,,,,,
1113,torquay-vic-australia,"Torquay, VIC, Australia",False,POINT (144.3269093150513 -38.32915647171181),,,,,,,
1114,adelaide-sa-australia,"Adelaide, SA, Australia",False,POINT (138.5998839999997 -34.926102000000434),,,,,,,
1115,ulleung-south-korea,"Ulleung, South Korea",False,POINT (130.89327660932778 37.48932062641182),115.0,ulleung-mainland-2,Ulleung-Mainland 2,#aa422e,ulleung-mainland-2-0,"[ [ [ 129.33873337935873, 37.175143265965787 ], [ 129.59998242550049, 37.17261659294013 ], [ 130.49998178793246, 37.351687869725019 ], [ 130.89327660932778, 37.489320626411818 ] ] ]",MultiLineString
1116,kozushima-japan,"Kozushima, Japan",False,POINT (139.13964077948097 34.20695345476847),83.0,5-villages-6-islands,5 Villages 6 Islands,#694099,5-villages-6-islands-0,"[ [ [ 139.28026556789715, 34.670862994231122 ], [ 139.19589062766912, 34.624588230842207 ], [ 139.18589063475318, 34.555127677369981 ], [ 139.22402060774138, 34.485609081451678 ] ], [ [ 139.13964077948097, 34.206953454768467 ], [ 139.21551869844038, 34.330854294076403 ], [ 139.23807809778313, 34.358007752371478 ], [ 139.25835028346799, 34.373853145806095 ] ], [ [ 139.23807809778313, 34.358007752371478 ], [ 139.22402060774138, 34.485609081451678 ], [ 139.27888824035568, 34.529808064948476 ], [ 139.28026556789715, 34.670862994231122 ], [ 139.36069278510652, 34.750672522776554 ] ], [ [ 139.13964077948097, 34.206953454768467 ], [ 139.16247565134051, 34.032921789964035 ], [ 139.38747549194858, 33.892960860267429 ], [ 139.59702324430901, 33.883509917254663 ] ], [ [ 139.49535639821372, 34.090380843546491 ], [ 139.44372545210052, 34.032921789964035 ], [ 139.4999754122525, 33.939640088319663 ], [ 139.59702324430901, 33.883509917254663 ] ], [ [ 139.76561090792202, 32.457231232819787 ], [ 139.72497525286053, 32.559826711668151 ], [ 139.94997509346857, 32.843830050378884 ], [ 139.94997509346857, 33.03266260584946 ], [ 139.79680232984748, 33.112295192786164 ] ] ]",MultiLineString
1117,shikinejima-japan,"Shikinejima, Japan",False,POINT (139.21551869844038 34.3308542940764),83.0,5-villages-6-islands,5 Villages 6 Islands,#694099,5-villages-6-islands-0,"[ [ [ 139.28026556789715, 34.670862994231122 ], [ 139.19589062766912, 34.624588230842207 ], [ 139.18589063475318, 34.555127677369981 ], [ 139.22402060774138, 34.485609081451678 ] ], [ [ 139.13964077948097, 34.206953454768467 ], [ 139.21551869844038, 34.330854294076403 ], [ 139.23807809778313, 34.358007752371478 ], [ 139.25835028346799, 34.373853145806095 ] ], [ [ 139.23807809778313, 34.358007752371478 ], [ 139.22402060774138, 34.485609081451678 ], [ 139.27888824035568, 34.529808064948476 ], [ 139.28026556789715, 34.670862994231122 ], [ 139.36069278510652, 34.750672522776554 ] ], [ [ 139.13964077948097, 34.206953454768467 ], [ 139.16247565134051, 34.032921789964035 ], [ 139.38747549194858, 33.892960860267429 ], [ 139.59702324430901, 33.883509917254663 ] ], [ [ 139.49535639821372, 34.090380843546491 ], [ 139.44372545210052, 34.032921789964035 ], [ 139.4999754122525, 33.939640088319663 ], [ 139.59702324430901, 33.883509917254663 ] ], [ [ 139.76561090792202, 32.457231232819787 ], [ 139.72497525286053, 32.559826711668151 ], [ 139.94997509346857, 32.843830050378884 ], [ 139.94997509346857, 33.03266260584946 ], [ 139.79680232984748, 33.112295192786164 ] ] ]",MultiLineString
1118,oshima-japan,"Oshima, Japan",False,POINT (139.36069278510652 34.750672522776554),83.0,5-villages-6-islands,5 Villages 6 Islands,#694099,5-villages-6-islands-0,"[ [ [ 139.28026556789715, 34.670862994231122 ], [ 139.19589062766912, 34.624588230842207 ], [ 139.18589063475318, 34.555127677369981 ], [ 139.22402060774138, 34.485609081451678 ] ], [ [ 139.13964077948097, 34.206953454768467 ], [ 139.21551869844038, 34.330854294076403 ], [ 139.23807809778313, 34.358007752371478 ], [ 139.25835028346799, 34.373853145806095 ] ], [ [ 139.23807809778313, 34.358007752371478 ], [ 139.22402060774138, 34.485609081451678 ], [ 139.27888824035568, 34.529808064948476 ], [ 139.28026556789715, 34.670862994231122 ], [ 139.36069278510652, 34.750672522776554 ] ], [ [ 139.13964077948097, 34.206953454768467 ], [ 139.16247565134051, 34.032921789964035 ], [ 139.38747549194858, 33.892960860267429 ], [ 139.59702324430901, 33.883509917254663 ] ], [ [ 139.49535639821372, 34.090380843546491 ], [ 139.44372545210052, 34.032921789964035 ], [ 139.4999754122525, 33.939640088319663 ], [ 139.59702324430901, 33.883509917254663 ] ], [ [ 139.76561090792202, 32.457231232819787 ], [ 139.72497525286053, 32.559826711668151 ], [ 139.94997509346857, 32.843830050378884 ], [ 139.94997509346857, 33.03266260584946 ], [ 139.79680232984748, 33.112295192786164 ] ] ]",MultiLineString
1118,oshima-japan,"Oshima, Japan",False,POINT (139.36069278510652 34.750672522776554),84.0,izu-islands-cable-system,Izu Islands Cable System,#b72a79,izu-islands-cable-system-0,"[ [ [ 139.10482828483055, 34.963204822185283 ], [ 139.22401560774517, 34.809532204414189 ], [ 139.36069278510652, 34.750672522776554 ], [ 139.3485155195481, 34.670862994231122 ], [ 139.40476547970005, 34.206955357666217 ], [ 139.49535639821372, 34.090380843546491 ], [ 139.44372545210052, 33.892960860267429 ], [ 139.61247533255641, 33.221091366931077 ], [ 139.79680232984748, 33.112295192786164 ] ] ]",MultiLineString
1119,niijima-japan,"Niijima, Japan",False,POINT (139.258350283468 34.373853145806095),83.0,5-villages-6-islands,5 Villages 6 Islands,#694099,5-villages-6-islands-0,"[ [ [ 139.28026556789715, 34.670862994231122 ], [ 139.19589062766912, 34.624588230842207 ], [ 139.18589063475318, 34.555127677369981 ], [ 139.22402060774138, 34.485609081451678 ] ], [ [ 139.13964077948097, 34.206953454768467 ], [ 139.21551869844038, 34.330854294076403 ], [ 139.23807809778313, 34.358007752371478 ], [ 139.25835028346799, 34.373853145806095 ] ], [ [ 139.23807809778313, 34.358007752371478 ], [ 139.22402060774138, 34.485609081451678 ], [ 139.27888824035568, 34.529808064948476 ], [ 139.28026556789715, 34.670862994231122 ], [ 139.36069278510652, 34.750672522776554 ] ], [ [ 139.13964077948097, 34.206953454768467 ], [ 139.16247565134051, 34.032921789964035 ], [ 139.38747549194858, 33.892960860267429 ], [ 139.59702324430901, 33.883509917254663 ] ], [ [ 139.49535639821372, 34.090380843546491 ], [ 139.44372545210052, 34.032921789964035 ], [ 139.4999754122525, 33.939640088319663 ], [ 139.59702324430901, 33.883509917254663 ] ], [ [ 139.76561090792202, 32.457231232819787 ], [ 139.72497525286053, 32.559826711668151 ], [ 139.94997509346857, 32.843830050378884 ], [ 139.94997509346857, 33.03266260584946 ], [ 139.79680232984748, 33.112295192786164 ] ] ]",MultiLineString
1120,toshima-japan,"Toshima, Japan",False,POINT (139.27888824035568 34.529808064948476),83.0,5-villages-6-islands,5 Villages 6 Islands,#694099,5-villages-6-islands-0,"[ [ [ 139.28026556789715, 34.670862994231122 ], [ 139.19589062766912, 34.624588230842207 ], [ 139.18589063475318, 34.555127677369981 ], [ 139.22402060774138, 34.485609081451678 ] ], [ [ 139.13964077948097, 34.206953454768467 ], [ 139.21551869844038, 34.330854294076403 ], [ 139.23807809778313, 34.358007752371478 ], [ 139.25835028346799, 34.373853145806095 ] ], [ [ 139.23807809778313, 34.358007752371478 ], [ 139.22402060774138, 34.485609081451678 ], [ 139.27888824035568, 34.529808064948476 ], [ 139.28026556789715, 34.670862994231122 ], [ 139.36069278510652, 34.750672522776554 ] ], [ [ 139.13964077948097, 34.206953454768467 ], [ 139.16247565134051, 34.032921789964035 ], [ 139.38747549194858, 33.892960860267429 ], [ 139.59702324430901, 33.883509917254663 ] ], [ [ 139.49535639821372, 34.090380843546491 ], [ 139.44372545210052, 34.032921789964035 ], [ 139.4999754122525, 33.939640088319663 ], [ 139.59702324430901, 33.883509917254663 ] ], [ [ 139.76561090792202, 32.457231232819787 ], [ 139.72497525286053, 32.559826711668151 ], [ 139.94997509346857, 32.843830050378884 ], [ 139.94997509346857, 33.03266260584946 ], [ 139.79680232984748, 33.112295192786164 ] ] ]",MultiLineString
1121,hilo-hi-united-states,"Hilo, HI, United States",False,POINT (-155.081864 19.719234999999824),82.0,hawaiian-islands-fiber-link-hifl,Hawaiian Islands Fiber Link (HIFL),#939597,hawaiian-islands-fiber-link-hifl-0,"[ [ [ -158.09434432251803, 21.313829239521741 ], [ -157.949813871526, 21.187263163262585 ], [ -157.72481403091797, 21.134806167482292 ], [ -157.49981418971396, 20.994830150131428 ], [ -157.16231442880189, 20.901439785237649 ], [ -157.10606504759033, 20.901439785237649 ], [ -156.93731458879003, 20.953979036599044 ], [ -156.82481466788994, 20.953979036599044 ], [ -156.712314748182, 21.059002173328942 ], [ -156.59981482787796, 21.111485983488812 ], [ -156.48731490757396, 21.059002173328942 ], [ -156.46714399999999, 20.890755000000173 ] ], [ [ -159.36857900000001, 21.974924999999782 ], [ -158.84981323336208, 21.425997872385402 ], [ -158.3998135521461, 21.268825931479064 ], [ -158.09434432251803, 21.313829239521741 ] ], [ [ -157.023889, 21.093332999999788 ], [ -157.10606504759033, 20.901439785237649 ] ], [ [ -156.896861, 20.74346999999976 ], [ -156.82559408025796, 20.782151843998083 ], [ -156.82481466788994, 20.953979036599044 ] ], [ [ -156.46714399999999, 20.890755000000173 ], [ -156.37481498727004, 21.006499845176737 ], [ -156.20606570789425, 21.006499845176737 ], [ -156.03731522635798, 20.953979036599044 ], [ -155.69981546484993, 20.69109910743008 ], [ -155.08106653327414, 19.95262290516439 ], [ -155.081864, 19.719234999999824 ] ] ]",MultiLineString
1122,kahului-hi-united-states,"Kahului, HI, United States",False,POINT (-156.467144 20.890755000000173),82.0,hawaiian-islands-fiber-link-hifl,Hawaiian Islands Fiber Link (HIFL),#939597,hawaiian-islands-fiber-link-hifl-0,"[ [ [ -158.09434432251803, 21.313829239521741 ], [ -157.949813871526, 21.187263163262585 ], [ -157.72481403091797, 21.134806167482292 ], [ -157.49981418971396, 20.994830150131428 ], [ -157.16231442880189, 20.901439785237649 ], [ -157.10606504759033, 20.901439785237649 ], [ -156.93731458879003, 20.953979036599044 ], [ -156.82481466788994, 20.953979036599044 ], [ -156.712314748182, 21.059002173328942 ], [ -156.59981482787796, 21.111485983488812 ], [ -156.48731490757396, 21.059002173328942 ], [ -156.46714399999999, 20.890755000000173 ] ], [ [ -159.36857900000001, 21.974924999999782 ], [ -158.84981323336208, 21.425997872385402 ], [ -158.3998135521461, 21.268825931479064 ], [ -158.09434432251803, 21.313829239521741 ] ], [ [ -157.023889, 21.093332999999788 ], [ -157.10606504759033, 20.901439785237649 ] ], [ [ -156.896861, 20.74346999999976 ], [ -156.82559408025796, 20.782151843998083 ], [ -156.82481466788994, 20.953979036599044 ] ], [ [ -156.46714399999999, 20.890755000000173 ], [ -156.37481498727004, 21.006499845176737 ], [ -156.20606570789425, 21.006499845176737 ], [ -156.03731522635798, 20.953979036599044 ], [ -155.69981546484993, 20.69109910743008 ], [ -155.08106653327414, 19.95262290516439 ], [ -155.081864, 19.719234999999824 ] ] ]",MultiLineString
1123,barbers-point-hi-united-states,"Barber’s Point, HI, United States",False,POINT (-158.09434188207686 21.313832454732772),,,,,,,
1124,hachijo-japan,"Hachijo, Japan",False,POINT (139.79680232984748 33.11229519278616),86.0,ogasawara-cable-network,Ogasawara Cable Network,#f5ae1a,ogasawara-cable-network-0,"[ [ [ 142.03122361909251, 27.047832017492695 ], [ 142.03122361909251, 26.797064317338755 ], [ 142.15990401239929, 26.650916758530467 ] ], [ [ 139.79680232984748, 33.112295192786164 ], [ 140.06247501377248, 33.03266260584946 ], [ 140.73747453559662, 30.901396088515508 ], [ 141.29997413711661, 28.688714088800431 ], [ 142.03122361909251, 27.047832017492695 ], [ 142.20407854982358, 27.066475064806109 ] ], [ [ 142.15990401239929, 26.650916758530467 ], [ 142.14372353939643, 26.797064317338755 ], [ 142.14372353939643, 26.997723094443348 ], [ 142.20407854982358, 27.066475064806109 ] ] ]",MultiLineString
1124,hachijo-japan,"Hachijo, Japan",False,POINT (139.79680232984748 33.11229519278616),83.0,5-villages-6-islands,5 Villages 6 Islands,#694099,5-villages-6-islands-0,"[ [ [ 139.28026556789715, 34.670862994231122 ], [ 139.19589062766912, 34.624588230842207 ], [ 139.18589063475318, 34.555127677369981 ], [ 139.22402060774138, 34.485609081451678 ] ], [ [ 139.13964077948097, 34.206953454768467 ], [ 139.21551869844038, 34.330854294076403 ], [ 139.23807809778313, 34.358007752371478 ], [ 139.25835028346799, 34.373853145806095 ] ], [ [ 139.23807809778313, 34.358007752371478 ], [ 139.22402060774138, 34.485609081451678 ], [ 139.27888824035568, 34.529808064948476 ], [ 139.28026556789715, 34.670862994231122 ], [ 139.36069278510652, 34.750672522776554 ] ], [ [ 139.13964077948097, 34.206953454768467 ], [ 139.16247565134051, 34.032921789964035 ], [ 139.38747549194858, 33.892960860267429 ], [ 139.59702324430901, 33.883509917254663 ] ], [ [ 139.49535639821372, 34.090380843546491 ], [ 139.44372545210052, 34.032921789964035 ], [ 139.4999754122525, 33.939640088319663 ], [ 139.59702324430901, 33.883509917254663 ] ], [ [ 139.76561090792202, 32.457231232819787 ], [ 139.72497525286053, 32.559826711668151 ], [ 139.94997509346857, 32.843830050378884 ], [ 139.94997509346857, 33.03266260584946 ], [ 139.79680232984748, 33.112295192786164 ] ] ]",MultiLineString
1124,hachijo-japan,"Hachijo, Japan",False,POINT (139.79680232984748 33.11229519278616),84.0,izu-islands-cable-system,Izu Islands Cable System,#b72a79,izu-islands-cable-system-0,"[ [ [ 139.10482828483055, 34.963204822185283 ], [ 139.22401560774517, 34.809532204414189 ], [ 139.36069278510652, 34.750672522776554 ], [ 139.3485155195481, 34.670862994231122 ], [ 139.40476547970005, 34.206955357666217 ], [ 139.49535639821372, 34.090380843546491 ], [ 139.44372545210052, 33.892960860267429 ], [ 139.61247533255641, 33.221091366931077 ], [ 139.79680232984748, 33.112295192786164 ] ] ]",MultiLineString
1124,hachijo-japan,"Hachijo, Japan",False,POINT (139.79680232984748 33.11229519278616),85.0,hachijojima-mainland,Hachijojima-Mainland,#2492bd,hachijojima-mainland-0,"[ [ [ 139.62076999999951, 35.144171 ], [ 139.83747517376037, 34.381814625299135 ], [ 139.91306511961588, 33.436501396575402 ], [ 139.79680232984748, 33.112295192786164 ] ] ]",MultiLineString
1125,casablanca-morocco,"Casablanca, Morocco",False,POINT (-7.631940000000245 33.605381),,,,,,,
1126,invercargill-new-zealand,"Invercargill, New Zealand",False,POINT (168.34750000000054 -46.413056000000275),21.0,tasman-ring-network,Tasman Ring Network,#939597,tasman-ring-network-0,"[ [ [ 151.79879295084689, -34.826981990554593 ], [ 159.29996138635258, -37.222658379725665 ], [ 167.39995564824065, -37.758235764746985 ], [ 173.69995118407297, -37.043280407424071 ], [ 174.77046042690606, -36.884180500950627 ] ], [ [ 144.96714800000001, -37.817532000000242 ], [ 144.85910161579719, -38.25898836030261 ], [ 144.80485165422849, -38.523523523011633 ], [ 145.34997126806056, -39.254741561561701 ], [ 146.24997063108842, -39.861878679516124 ], [ 149.39996839960057, -38.992915158606181 ], [ 150.72496746155474, -37.942453525696855 ], [ 151.79879295084689, -34.826981990554593 ], [ 151.20704000000026, -33.869695999999635 ] ], [ [ 149.39996839960057, -38.992915158606181 ], [ 164.99995734782604, -45.795124582091901 ], [ 166.3249564091843, -46.332855255198808 ], [ 167.67495545283234, -46.487989748417824 ], [ 168.34750000000054, -46.413056000000275 ] ], [ [ 171.19999999999968, -42.466667000000179 ], [ 171.22495293798085, -41.454827610945536 ], [ 173.34995143201604, -38.739867115925151 ], [ 173.69995118407297, -37.043280407424071 ] ], [ [ 174.08333300000044, -39.066666999999818 ], [ 173.79995111323194, -38.915150167134378 ], [ 173.34995143201604, -38.739867115925151 ] ] ]",MultiLineString
1127,melbourne-vic-australia,"Melbourne, VIC, Australia",False,POINT (144.967148 -37.81753200000024),21.0,tasman-ring-network,Tasman Ring Network,#939597,tasman-ring-network-0,"[ [ [ 151.79879295084689, -34.826981990554593 ], [ 159.29996138635258, -37.222658379725665 ], [ 167.39995564824065, -37.758235764746985 ], [ 173.69995118407297, -37.043280407424071 ], [ 174.77046042690606, -36.884180500950627 ] ], [ [ 144.96714800000001, -37.817532000000242 ], [ 144.85910161579719, -38.25898836030261 ], [ 144.80485165422849, -38.523523523011633 ], [ 145.34997126806056, -39.254741561561701 ], [ 146.24997063108842, -39.861878679516124 ], [ 149.39996839960057, -38.992915158606181 ], [ 150.72496746155474, -37.942453525696855 ], [ 151.79879295084689, -34.826981990554593 ], [ 151.20704000000026, -33.869695999999635 ] ], [ [ 149.39996839960057, -38.992915158606181 ], [ 164.99995734782604, -45.795124582091901 ], [ 166.3249564091843, -46.332855255198808 ], [ 167.67495545283234, -46.487989748417824 ], [ 168.34750000000054, -46.413056000000275 ] ], [ [ 171.19999999999968, -42.466667000000179 ], [ 171.22495293798085, -41.454827610945536 ], [ 173.34995143201604, -38.739867115925151 ], [ 173.69995118407297, -37.043280407424071 ] ], [ [ 174.08333300000044, -39.066666999999818 ], [ 173.79995111323194, -38.915150167134378 ], [ 173.34995143201604, -38.739867115925151 ] ] ]",MultiLineString
1127,melbourne-vic-australia,"Melbourne, VIC, Australia",False,POINT (144.967148 -37.81753200000024),24.0,australia-connect-interlink,Australia Connect Interlink,#939597,australia-connect-interlink-0,"[ [ [ 105.67351309999975, -10.431872499999805 ], [ 104.9999998523589, -15.441023659568087 ], [ 107.09999836470023, -20.433922197637408 ], [ 109.34999677137613, -27.153831285391561 ], [ 112.04999485867221, -30.309953344646811 ], [ 113.84999358353615, -32.042386559186966 ], [ 113.60321110091725, -33.06182889373477 ], [ 113.60321110091725, -34.611299785451145 ], [ 115.44676979611502, -36.280838473949011 ], [ 119.55018485796727, -36.442054116720811 ], [ 127.09256232737636, -37.45923113608103 ], [ 134.85085761257704, -38.106390221946036 ], [ 140.39997477528055, -39.167574236387637 ], [ 142.19997350014447, -39.515593876112113 ], [ 143.99997222500841, -39.515593876112113 ], [ 144.57985181362045, -38.523523523011633 ], [ 144.75060169265976, -38.25898836030261 ], [ 144.96714800000001, -37.817532000000242 ] ], [ [ 115.85725400000032, -31.953111999999479 ], [ 113.84999358353615, -32.042386559186966 ] ] ]",MultiLineString
1128,new-plymouth-new-zealand,"New Plymouth, New Zealand",False,POINT (174.08333300000044 -39.06666699999982),21.0,tasman-ring-network,Tasman Ring Network,#939597,tasman-ring-network-0,"[ [ [ 151.79879295084689, -34.826981990554593 ], [ 159.29996138635258, -37.222658379725665 ], [ 167.39995564824065, -37.758235764746985 ], [ 173.69995118407297, -37.043280407424071 ], [ 174.77046042690606, -36.884180500950627 ] ], [ [ 144.96714800000001, -37.817532000000242 ], [ 144.85910161579719, -38.25898836030261 ], [ 144.80485165422849, -38.523523523011633 ], [ 145.34997126806056, -39.254741561561701 ], [ 146.24997063108842, -39.861878679516124 ], [ 149.39996839960057, -38.992915158606181 ], [ 150.72496746155474, -37.942453525696855 ], [ 151.79879295084689, -34.826981990554593 ], [ 151.20704000000026, -33.869695999999635 ] ], [ [ 149.39996839960057, -38.992915158606181 ], [ 164.99995734782604, -45.795124582091901 ], [ 166.3249564091843, -46.332855255198808 ], [ 167.67495545283234, -46.487989748417824 ], [ 168.34750000000054, -46.413056000000275 ] ], [ [ 171.19999999999968, -42.466667000000179 ], [ 171.22495293798085, -41.454827610945536 ], [ 173.34995143201604, -38.739867115925151 ], [ 173.69995118407297, -37.043280407424071 ] ], [ [ 174.08333300000044, -39.066666999999818 ], [ 173.79995111323194, -38.915150167134378 ], [ 173.34995143201604, -38.739867115925151 ] ] ]",MultiLineString
