,id_left,name_left,is_tbd,geometry,index_right,id_right,name_right,color,feature_id,coordinates,geometry_type
1718,herlandsvika-norway,"Herlandsvika, Norway",False,POINT (6.465751000000408 62.614440999999644),,,,,,,
1719,andalsnes-norway,"Andalsnes, Norway",False,POINT (7.681580000000571 62.56581899999933),,,,,,,
1720,brekstad-norway,"Brekstad, Norway",False,POINT (9.66311 63.68841000000035),,,,,,,
1721,kristiansund-norway,"Kristiansund, Norway",False,POINT (7.72968 63.11078500000032),,,,,,,
1722,rosarito-mexico,"Rosarito, Mexico",False,POINT (-117.06377809999996 32.357601899999985),,,,,,,
1723,matnog-philippines,"Matnog, Philippines",False,POINT (124.08471721303704 12.585260603443063),,,,,,,
1724,yuanli-taiwan,"Yuanli, Taiwan",False,POINT (120.64548999999985 24.432460000000326),,,,,,,
1725,hong-kong-china,"Hong Kong, China",False,POINT (114.15872000000076 22.283325000000385),,,,,,,
1726,schooner-bight-colombia,"Schooner Bight, Colombia",False,POINT (-81.73000254138753 12.551128558504994),,,,,,,
1727,ponce-pr-united-states,"Ponce, PR, United States",False,POINT (-66.626612 17.982659),,,,,,,
1728,santo-domingo-dominican-republic,"Santo Domingo, Dominican Republic",False,POINT (-69.940539 18.48681),,,,,,,
1729,point-roberts-wa-united-states,"Point Roberts, WA, United States",False,POINT (-123.056754 48.988680000000116),,,,,,,
1730,cordova-bay-bc-canada,"Cordova Bay, BC, Canada",False,POINT (-123.36724700802326 48.520397324657175),,,,,,,
1731,oak-harbor-wa-united-states,"Oak Harbor, WA, United States",False,POINT (-122.647147 48.290598),,,,,,,
1732,esquimalt-bc-canada,"Esquimalt, BC, Canada",False,POINT (-123.414634 48.43011999999963),,,,,,,
1733,santander-spain,"Santander, Spain",False,POINT (-3.810009 43.4614999999993),,,,,,,
1734,port-eynon-united-kingdom,"Port Eynon, United Kingdom",False,POINT (-4.209466878954138 51.54688699761197),,,,,,,
1735,muscat-oman,"Muscat, Oman",False,POINT (58.407779999999775 23.584129999998922),,,,,,,
1736,cacique-dominican-republic,"Cacique, Dominican Republic",False,POINT (-70.161736 18.69957399999976),,,,,,,
1737,claveria-philippines,"Claveria, Philippines",False,POINT (121.08238200000135 18.606230000000362),,,,,,,
1738,nacala-mozambique,"Nacala, Mozambique",False,POINT (40.685431 -14.565605999999761),,,,,,,
1739,mahajanga-madagascar,"Mahajanga, Madagascar",False,POINT (46.31552100000039 -15.713720000000299),,,,,,,
1740,gqeberha-south-africa,"Gqeberha, South Africa",False,POINT (25.623280000000147 -33.962498999999816),,,,,,,
1741,pointe-au-pre-qc-canada,"Pointe-au-Père, QC, Canada",False,POINT (-68.45944949622975 48.50325927098271),,,,,,,
1742,baie-comeau-qc-canada,"Baie-Comeau, QC, Canada",False,POINT (-68.15247899999949 49.22103999999976),,,,,,,
1743,bic-qc-canada,"Bic, QC, Canada",False,POINT (-68.70931561967622 48.37278902244084),,,,,,,
1744,forestville-qc-canada,"Forestville, QC, Canada",False,POINT (-69.08360294628653 48.73935708855762),,,,,,,
1745,iquique-chile,"Iquique, Chile",False,POINT (-70.14222300000027 -20.2166999999998),,,,,,,
1746,antofagasta-chile,"Antofagasta, Chile",False,POINT (-70.39999999999955 -23.65),,,,,,,
1747,la-serena-chile,"La Serena, Chile",False,POINT (-71.250204 -29.906301000000266),,,,,,,
1748,tocopilla-chile,"Tocopilla, Chile",False,POINT (-70.19765799999958 -22.08837799999976),,,,,,,
1749,puerto-saavedra-chile,"Puerto Saavedra, Chile",False,POINT (-73.3967699999996 -38.78713000000029),,,,,,,
1750,caldera-chile,"Caldera, Chile",False,POINT (-70.812357 -27.06199200000027),,,,,,,
1751,constitucin-chile,"Constitución, Chile",False,POINT (-72.416068 -35.31837099999989),,,,,,,
1752,cartagena-chile,"Cartagena, Chile",False,POINT (-71.6000943975144 -33.54688294154119),,,,,,,
1753,san-pedro-de-la-paz-chile,"San Pedro de la Paz, Chile",False,POINT (-73.1089741201329 -36.83168324437438),,,,,,,
1754,johnstone-point-ak-united-states,"Johnstone Point, AK, United States",False,POINT (-146.6118661862618 60.48248023184166),,,,,,,
1755,chenega-ak-united-states,"Chenega, AK, United States",False,POINT (-148.01078611085993 60.065087981861794),129.0,fish-west,FISH West,#939597,fish-west-0,"[ [ [ -145.75467386865427, 60.542748324277206 ], [ -145.77169749861793, 60.62214016805568 ], [ -145.79982247869393, 60.62214016805568 ], [ -146.02482231930196, 60.594533984516538 ], [ -146.61544690089795, 60.539250741508901 ], [ -146.61186618626181, 60.482480231842025 ], [ -146.6716968610499, 60.525415154893288 ], [ -147.15173333746702, 60.427225730910173 ], [ -147.49861045536474, 60.297148702507243 ], [ -147.5898620287615, 60.224094689366581 ], [ -147.79578024891978, 60.135320163181518 ], [ -147.90828343249714, 60.079255245040429 ], [ -148.01078611085993, 60.065087981861794 ], [ -148.04982088477394, 60.03743169846873 ], [ -148.13419582500197, 60.009326600079234 ], [ -148.21857156809125, 60.009326600079234 ], [ -148.49982056598992, 59.840193470704989 ], [ -149.06232016750991, 59.840193470704989 ], [ -149.28732000811794, 59.849612385021452 ], [ -149.34357074271136, 59.906069924574304 ], [ -149.44767066574019, 60.110049313261904 ] ] ]",MultiLineString
1756,mallorca-spain,"Mallorca, Spain",False,POINT (2.911560000000498 39.613535),174.0,penbal-4,Penbal-4,#11b690,penbal-4-0,"[ [ [ -0.37697549700702698, 39.459646713436726 ], [ 0.450073917103194, 39.264170198047665 ], [ 0.90007359772336804, 39.031514879728718 ], [ 1.41889, 38.906115 ], [ 1.8000729601553349, 38.944070958706909 ], [ 2.4750724825753481, 39.264170198047665 ], [ 2.911560000000498, 39.613534999999999 ] ] ]",MultiLineString
1757,ibiza-spain,"Ibiza, Spain",False,POINT (1.418890000000836 38.90611499999917),,,,,,,
1758,san-foca-italy,"San Foca, Italy",False,POINT (18.405157 40.30200700000034),27.0,eagle,EAGLE,#939597,eagle-0,"[ [ [ 18.405156999999999, 40.302007000000337 ], [ 18.843810885615575, 40.043692192830044 ] ], [ [ 19.453330000000395, 41.318315000000283 ], [ 19.24156060384583, 41.069340438216202 ], [ 19.070810725402769, 40.387320290775079 ], [ 18.843810885615575, 40.043692192830044 ], [ 19.070260725792245, 39.484749960799462 ], [ 19.57506036759165, 37.67887792909206 ], [ 22.050058614875596, 35.266836860309738 ], [ 23.400057658523455, 34.898592963362219 ], [ 25.200056383983473, 34.405022750715936 ], [ 28.800053833711523, 33.001218522654476 ], [ 31.837551681323671, 31.798087367585257 ], [ 32.231301402387601, 31.510798430049064 ], [ 32.284457999999809, 31.259278999999999 ] ] ]",MultiLineString
1758,san-foca-italy,"San Foca, Italy",False,POINT (18.405157 40.30200700000034),175.0,trans-adriatic-express-tae,Trans Adriatic Express (TAE),#c072af,trans-adriatic-express-tae-0,"[ [ [ 18.405156999999999, 40.302007000000337 ], [ 18.575061076596455, 40.501475542202705 ], [ 19.125060686971477, 40.757615606267784 ], [ 19.376194000000407, 40.78671299999985 ] ] ]",MultiLineString
1759,seman-albania,"Seman, Albania",False,POINT (19.376194000000407 40.78671299999912),,,,,,,
1760,ancon-ecuador,"Ancon, Ecuador",False,POINT (-80.85594945632162 -2.329805834324001),,,,,,,
1761,panama-city-panama,"Panama City, Panama",False,POINT (-79.53670900000017 8.964826000000414),,,,,,,
1762,cristbal-panama,"Cristóbal, Panama",False,POINT (-79.90280507171931 9.350855245143212),,,,,,,
1763,naples-fl-united-states,"Naples, FL, United States",False,POINT (-81.795793 26.13909399999979),177.0,carnival-submarine-network-1-csn-1,Carnival Submarine Network-1 (CSN-1),#939597,carnival-submarine-network-1-csn-1-0,"[ [ [ -86.767586652333037, 21.095728792367389 ], [ -86.517566177102225, 20.882904908328154 ], [ -85.988110406203646, 20.804669658960037 ] ], [ [ -79.536709420104941, 8.9648260000004143 ], [ -79.424869498737294, 8.1905434177954959 ], [ -78.974869817521324, 7.2987627544595197 ], [ -79.199869658129359, 5.0619869544161142 ], [ -81.449868064209454, 2.3679125587054068 ], [ -82.349867427237328, 0.568578852526193 ], [ -82.124867586629378, -1.981015190984684 ], [ -81.449868064209269, -2.468145972656139 ], [ -80.855950990127866, -2.3298058343240009 ] ], [ [ -79.87486917935739, 11.955858207114732 ], [ -79.649869339345344, 12.175887185507976 ], [ -78.749869977509363, 12.322472159549646 ], [ -75.374872368389262, 11.441766261214076 ], [ -74.779783000000165, 10.940435797483545 ] ], [ [ -81.795793000000003, 26.13909399999979 ], [ -83.249866789073295, 24.94136317175375 ], [ -84.824865673329285, 23.711258142484301 ], [ -86.062364797269396, 21.635297384859552 ], [ -85.94986487636929, 20.375041253465433 ], [ -85.274865354545355, 19.104405475930452 ], [ -84.374865991517225, 17.395022634700517 ], [ -83.024866947869171, 16.10232559580297 ], [ -81.67486790422123, 13.92930384327183 ], [ -79.87486917935739, 11.955858207114732 ], [ -79.762369259649361, 9.9679151869741318 ], [ -79.900259161966844, 9.3508552451441211 ] ] ]",MultiLineString
1764,fano-denmark,"Fano, Denmark",False,POINT (8.40694600000052 55.44848000000027),,,,,,,
1765,totalenergies-halfdan-denmark,"TotalEnergies Halfdan, Denmark",False,POINT (5.1805 55.32215000000013),,,,,,,
1766,totalenergies-tyra-denmark,"TotalEnergies Tyra, Denmark",False,POINT (4.51313000000128 55.41866999999957),,,,,,,
1767,nopigeia-greece,"Nopigeia, Greece",False,POINT (23.722500000000338 35.51233333000104),,,,,,,
1768,winema-or-united-states,"Winema, OR, United States",False,POINT (-123.97340470108611 45.146590041565254),,,,,,,
1769,port-nl-france,"Port Nâl, France",False,POINT (-3.482272326026668 47.65023770959263),,,,,,,
1770,petit-perello-france,"Petit Perello, France",False,POINT (-3.445566038986786 47.69743263943637),165.0,groix-4,Groix 4,#d41f77,groix-4-0,"[ [ [ -3.4455660389867862, 47.697432639436371 ], [ -3.4874232941327219, 47.679325091117761 ], [ -3.4822723260266679, 47.650237709593178 ] ] ]",MultiLineString
1771,dingwall-ns-canada,"Dingwall, NS, Canada",False,POINT (-60.469309999999496 46.896659999999684),,,,,,,
1772,codroy-nl-canada,"Codroy, NL, Canada",False,POINT (-59.3919299999996 47.88156899999932),,,,,,,
1773,saint-john-nb-canada,"Saint John, NB, Canada",False,POINT (-66.06412399999986 45.27342899999969),,,,,,,
1774,aylesford-ns-canada,"Aylesford, NS, Canada",False,POINT (-64.94827799999959 45.089458),171.0,apocs-2,APOCS 2,#b4287b,apocs-2-0,"[ [ [ -60.469312927627435, 46.896659999999684 ], [ -60.299883047653125, 46.993173574978911 ], [ -59.624883525829198, 47.755013988381492 ], [ -59.391929999999597, 47.881568999999864 ] ], [ [ -66.064128964207299, 45.273428999999688 ], [ -65.924879062853236, 45.159453487013174 ], [ -65.249879541029216, 45.119775799611801 ], [ -64.94827799999959, 45.089458 ] ] ]",MultiLineString
1775,sydney-mines-ns-canada,"Sydney Mines, NS, Canada",False,POINT (-60.224124999999866 46.22928400000065),,,,,,,
1776,cape-ray-nl-canada,"Cape Ray, NL, Canada",False,POINT (-59.284726 47.636672999999746),170.0,apocs-1,APOCS 1,#b81e4b,apocs-1-0,"[ [ [ -60.224123101322263, 46.229284 ], [ -59.849883365841151, 46.582355082095802 ], [ -59.399883684625166, 47.19740739556967 ], [ -59.284725999999999, 47.636672999999746 ] ] ]",MultiLineString
1777,nzeto-angola,"N'zeto, Angola",False,POINT (12.866666670000518 -7.233333333000319),172.0,unitel-north-submarine-cable-unsc,Unitel North Submarine Cable (UNSC),#4bc2c8,unitel-north-submarine-cable-unsc-0,"[ [ [ 12.189865599928956, -5.5565767873467076 ], [ 11.925065787515376, -5.6285823476561418 ], [ 11.812565867211447, -5.7964941231309561 ], [ 11.812565867211447, -6.1321664321286988 ], [ 12.150065628123413, -6.1880915958678813 ], [ 12.352065485024923, -6.1410154277625679 ] ], [ [ 12.140879999999665, -5.2309699999998402 ], [ 11.700065946907337, -5.572600905016464 ], [ 11.475066106299483, -5.7964941231309561 ], [ 11.475066106299483, -6.6911454506763954 ], [ 11.812565867211447, -7.3610721413470452 ], [ 12.375065468731449, -7.3610721413470452 ], [ 12.866666670000518, -7.2333333330003189 ] ] ]",MultiLineString
1778,cacongo-angola,"Cacongo, Angola",False,POINT (12.140879999999665 -5.23096999999984),172.0,unitel-north-submarine-cable-unsc,Unitel North Submarine Cable (UNSC),#4bc2c8,unitel-north-submarine-cable-unsc-0,"[ [ [ 12.189865599928956, -5.5565767873467076 ], [ 11.925065787515376, -5.6285823476561418 ], [ 11.812565867211447, -5.7964941231309561 ], [ 11.812565867211447, -6.1321664321286988 ], [ 12.150065628123413, -6.1880915958678813 ], [ 12.352065485024923, -6.1410154277625679 ] ], [ [ 12.140879999999665, -5.2309699999998402 ], [ 11.700065946907337, -5.572600905016464 ], [ 11.475066106299483, -5.7964941231309561 ], [ 11.475066106299483, -6.6911454506763954 ], [ 11.812565867211447, -7.3610721413470452 ], [ 12.375065468731449, -7.3610721413470452 ], [ 12.866666670000518, -7.2333333330003189 ] ] ]",MultiLineString
1779,sept-les-qc-canada,"Sept-Îles, QC, Canada",False,POINT (-66.40694665025708 50.230913957960496),,,,,,,
1780,sainte-anne-des-monts-qc-canada,"Sainte-Anne-des-Monts, QC, Canada",False,POINT (-66.49011752907197 49.12383836036551),,,,,,,
1781,sagunto-spain,"Sagunto, Spain",False,POINT (-0.210385999999687 39.662556),,,,,,,
1782,santa-ponsa-spain,"Santa Ponsa, Spain",False,POINT (2.462767999999868 39.499953999999775),,,,,,,
1783,neapoli-greece,"Neapoli, Greece",False,POINT (23.03574722000064 36.523222220000235),181.0,minoas-east-and-west,Minoas East and West,#60489d,minoas-east-and-west-0,"[ [ [ 23.035747220000641, 36.523222220000235 ], [ 23.28755773881543, 36.240655233214881 ], [ 23.512557578231664, 36.058973122586814 ], [ 23.722500000000338, 35.51233333000031 ], [ 23.400057657331654, 36.058973122586814 ], [ 23.175057819107582, 36.240655233214881 ], [ 23.035747220000641, 36.523222220000235 ] ] ]",MultiLineString
1784,paramaribo-suriname,"Paramaribo, Suriname",False,POINT (-55.17385100000029 5.82403),196.0,deep-blue-one,Deep Blue One,#ba742d,deep-blue-one-0,"[ [ [ -57.374885119153106, 8.6356994173274675 ], [ -57.487385038861134, 8.1905434177954959 ], [ -57.824884800369176, 7.2987627544595197 ], [ -58.154864566608346, 6.804293299288684 ] ], [ [ -55.455601660384502, 7.4258722153989432 ], [ -55.349886554277127, 6.5542424254969793 ], [ -55.17385100000029, 5.8240299999999996 ] ], [ [ -61.650812090046323, 10.686261032786325 ], [ -61.424882250097227, 10.963556857789316 ], [ -60.974882568881156, 11.070057237753451 ], [ -60.749882728869203, 11.055581341549555 ] ], [ [ -60.735342739169418, 11.182456999999468 ], [ -60.749882728869203, 11.055581341549555 ] ], [ [ -60.749882728869203, 11.055581341549555 ], [ -60.299883047057229, 10.85308969074528 ], [ -57.374885119153106, 8.6356994173274675 ], [ -56.474885756721136, 7.7448890525514473 ], [ -55.455601660384502, 7.4258722153989432 ], [ -53.999887510629172, 7.5590589260108292 ], [ -53.094585528943519, 7.3574103497498049 ], [ -52.424888626373097, 5.9578186810885327 ], [ -52.320928699423284, 4.941547448310236 ] ] ]",MultiLineString
1785,rockly-bay-trinidad-and-tobago,"Rockly Bay, Trinidad and Tobago",False,POINT (-60.73534000000042 11.182456999999468),,,,,,,
1786,thorlakshofn-iceland,"Thorlakshofn, Iceland",False,POINT (-21.378120000000322 63.85625800000013),,,,,,,
1787,kaikoura-new-zealand,"Kaikoura, New Zealand",False,POINT (173.68299899999988 -42.402699),,,,,,,
1788,wellington-new-zealand,"Wellington, New Zealand",False,POINT (174.76712099999978 -41.280515),,,,,,,
1789,christchurch-new-zealand,"Christchurch, New Zealand",False,POINT (172.63622540000023 -43.5320544000003),,,,,,,
1790,pachi-greece,"Pachi, Greece",False,POINT (23.36323941535897 37.973952114992564),182.0,apollo-east-and-west,Apollo East and West,#939597,apollo-east-and-west-0,"[ [ [ 23.363239415358969, 37.973952114992564 ], [ 23.344432695544931, 37.767862425178741 ], [ 23.400552658172874, 37.67887792909206 ], [ 23.512557579423465, 37.589786573603064 ], [ 23.962557260043457, 36.512388212393638 ], [ 24.412556941259535, 35.907250156140428 ], [ 24.931606573560078, 35.404686652092643 ], [ 24.52505686156346, 35.907250156140428 ], [ 24.075057180943467, 36.512388212393638 ], [ 23.625057499727394, 37.589786573603064 ], [ 23.456672620800997, 37.67887792909206 ], [ 23.400557656381388, 37.767862425178741 ], [ 23.363239415358969, 37.973952114992564 ] ] ]",MultiLineString
1791,loughshinny-ireland,"LoughShinny, Ireland",False,POINT (-6.08547 53.54969),,,,,,,
1792,port-alberni-bc-canada,"Port Alberni, BC, Canada",False,POINT (-124.80757399999989 49.23398500000061),,,,,,,
1793,sapporo-japan,"Sapporo, Japan",False,POINT (141.3543759999998 43.06209599999981),185.0,hokkaido-akita-cable,Hokkaido-Akita Cable,#c38c2b,hokkaido-akita-cable-0,"[ [ [ 140.11667497537667, 39.716671527453656 ], [ 139.49997541165661, 40.043692192830044 ], [ 139.27497557104874, 40.387320290775079 ], [ 138.82497589102445, 42.079235618164127 ], [ 138.82497589102445, 42.743713464436695 ], [ 139.04997573163232, 43.073310783003215 ], [ 140.39997477528055, 43.645862805594916 ], [ 140.84997445649643, 43.645862805594916 ], [ 141.3543759999998, 43.062095999999812 ] ] ]",MultiLineString
1794,portpatrick-united-kingdom,"Portpatrick, United Kingdom",False,POINT (-5.115560000000343 54.8437189999997),,,,,,,
1795,donaghadee-united-kingdom,"Donaghadee, United Kingdom",False,POINT (-5.538752000000191 54.642754000000195),,,,,,,
1796,girvan-united-kingdom,"Girvan, United Kingdom",False,POINT (-4.854218000000534 55.24016399999987),,,,,,,
1797,larne-united-kingdom,"Larne, United Kingdom",False,POINT (-5.809859999999766 54.85750000000026),,,,,,,
1798,rapness-united-kingdom,"Rapness, United Kingdom",False,POINT (-2.857569999999607 59.25540999999936),,,,,,,
1799,cusbay-united-kingdom,"Cusbay, United Kingdom",False,POINT (-2.783989999999398 59.22463999999973),,,,,,,
1800,evie-united-kingdom,"Evie, United Kingdom",False,POINT (-3.108369999999561 59.113460000000345),,,,,,,
1801,westness-united-kingdom,"Westness, United Kingdom",False,POINT (-3.078049999999543 59.14384000000025),,,,,,,
1802,linksness-united-kingdom,"Linksness, United Kingdom",False,POINT (-2.817719999999835 58.97922),,,,,,,
1803,sandgarth-united-kingdom,"Sandgarth, United Kingdom",False,POINT (-2.836200000000433 59.02518999999988),,,,,,,
1804,weddel-united-kingdom,"Weddel, United Kingdom",False,POINT (-3.145119999999605 58.82968000000027),,,,,,,
1805,crockness-united-kingdom,"Crockness, United Kingdom",False,POINT (-3.172020000000312 58.82273999999966),,,,,,,
1806,hoxa-united-kingdom,"Hoxa, United Kingdom",False,POINT (-2.991359999999569 58.82640000000025),,,,,,,
1807,quoyness-united-kingdom,"Quoyness, United Kingdom",False,POINT (-3.085600000000104 58.83105),,,,,,,
1808,laig-united-kingdom,"Laig, United Kingdom",False,POINT (-6.160689999999481 56.91203000000021),,,,,,,
1809,morar-united-kingdom,"Morar, United Kingdom",False,POINT (-5.850810000000384 56.94649999999944),,,,,,,
1810,port-appin-united-kingdom,"Port Appin, United Kingdom",False,POINT (-5.41241 56.55229999999983),,,,,,,
1811,port-ramsay-united-kingdom,"Port Ramsay, United Kingdom",False,POINT (-5.442399999999799 56.55241000000044),,,,,,,
1812,fionnaphort-united-kingdom,"Fionnaphort, United Kingdom",False,POINT (-6.368079999997523 56.32302),,,,,,,
1813,baile-mr-united-kingdom,"Baile Mòr, United Kingdom",False,POINT (-6.394689999999684 56.329009999999805),,,,,,,
1814,scoor-united-kingdom,"Scoor, United Kingdom",False,POINT (-6.177799999999649 56.29173000000012),,,,,,,
1815,kiloran-bay-united-kingdom,"Kiloran Bay, United Kingdom",False,POINT (-6.180179999999638 56.10364999999975),,,,,,,
1816,osoviny-ukraine,"Osoviny, Ukraine",False,POINT (36.59112538599644 45.43102598053321),,,,,,,
1817,ugolnye-kopi-russia,"Ugolnye Kopi, Russia",False,POINT (177.6402750000004 64.73783899999947),,,,,,,
1818,heim-norway,"Åheim, Norway",False,POINT (5.522346499999918 62.035985699999486),,,,,,,
1819,lefdal-norway,"Lefdal, Norway",False,POINT (5.498518699999691 61.93554279999944),,,,,,,
1820,flor-norway,"Florø, Norway",False,POINT (4.975850599999511 61.5963114999995),,,,,,,
1821,tjeldbergodden-norway,"Tjeldbergodden, Norway",False,POINT (8.693961500000043 63.40817519999965),,,,,,,
1822,hitra-norway,"Hitra, Norway",False,POINT (8.975251599999408 63.504622699999835),,,,,,,
1823,edya-norway,"Edøya, Norway",False,POINT (8.093379399999966 63.30103670000029),,,,,,,
1824,belmont-united-kingdom,"Belmont, United Kingdom",False,POINT (-0.966809999999724 60.6873599999995),,,,,,,
1825,gutcher-united-kingdom,"Gutcher, United Kingdom",False,POINT (-1.00722 60.669439999999305),,,,,,,
1826,burravoe-united-kingdom,"Burravoe, United Kingdom",False,POINT (-1.055590000000232 60.49937),135.0,r100-north,R100 North,#dc673d,r100-north-0,"[ [ [ -0.96681200000035705, 60.687365999999997 ], [ -1.006829199999834, 60.670131500000075 ] ], [ [ -1.0555900000002321, 60.499369999999999 ], [ -1.1249249677486941, 60.470013653368589 ], [ -1.1821599999998309, 60.459095000000126 ] ], [ [ -1.2871090000000001, 59.869131000000003 ], [ -1.237424888052713, 59.793058907468087 ], [ -1.2936748482046769, 59.679663707208995 ], [ -1.5186746888127141, 59.508848682212466 ], [ -1.6137732999998819, 59.526209600000023 ] ], [ [ -1.024927000000176, 60.341000999999999 ], [ -1.0967999876727119, 60.345013748995548 ], [ -1.141477199999912, 60.351444999999842 ] ], [ [ -2.701495800000123, 59.206322700000094 ], [ -2.653659599999727, 59.148944499999878 ] ], [ [ -2.7662282999999568, 59.192300799999941 ], [ -2.701495800000123, 59.206322700000094 ] ], [ [ -2.8575780000000002, 59.255412999999855 ], [ -2.7838270999998258, 59.225208000000123 ] ], [ [ -3.110331300000158, 59.11455549999981 ], [ -3.0780590000002079, 59.143849000000003 ] ], [ [ -2.8362037999997258, 59.025199800000166 ], [ -2.8177203999995069, 58.979222099999937 ] ], [ [ -3.1720258000002381, 58.82274489999989 ], [ -3.1451248000001231, 58.829682499999926 ] ], [ [ -3.0856084000001252, 58.831059699999912 ], [ -2.9913693999999058, 58.826402799999862 ] ], [ [ -6.160692900000444, 56.912030199999819 ], [ -6.187421381428714, 56.938040549953584 ], [ -6.131171421276659, 56.95338085470123 ], [ -6.0186715009727321, 56.922693933031958 ], [ -5.850779599999858, 56.946981899999912 ] ], [ [ -5.4424035000003164, 56.552414300000031 ], [ -5.4124114999999557, 56.552308599999918 ] ], [ [ -6.3945032999998581, 56.32939380000002 ], [ -6.3682390999997116, 56.32334989999989 ] ], [ [ -6.1778037999999418, 56.291734300000073 ], [ -6.1592964013527327, 56.241171228290277 ], [ -6.187421381428714, 56.178604166899405 ], [ -6.2155463615046962, 56.115934961295032 ], [ -6.1801888000003311, 56.103659199999932 ] ], [ [ -1.5186746888127141, 59.508848682212466 ], [ -1.799924488976633, 59.394489266856702 ], [ -2.1374242516766628, 59.308465664600874 ], [ -2.419078999999785, 59.289844600000031 ] ] ]",MultiLineString
1827,mossbank-united-kingdom,"Mossbank, United Kingdom",False,POINT (-1.182159999999831 60.45909),,,,,,,
1828,symbister-united-kingdom,"Symbister, United Kingdom",False,POINT (-1.024920000000143 60.341),,,,,,,
1829,skelberry-united-kingdom,"Skelberry, United Kingdom",False,POINT (-1.14147 60.35143999999963),,,,,,,
1830,sumburgh-united-kingdom,"Sumburgh, United Kingdom",False,POINT (-1.28710000000038 59.86913),,,,,,,
1831,fair-isle-united-kingdom,"Fair Isle, United Kingdom",False,POINT (-1.61797 59.52786),,,,,,,
1832,scuthvie-bay-united-kingdom,"Scuthvie Bay, United Kingdom",False,POINT (-2.419070000000211 59.28984),,,,,,,
1833,odie-united-kingdom,"Odie, United Kingdom",False,POINT (-2.653650000000509 59.148940000000316),,,,,,,
1834,stove-united-kingdom,"Stove, United Kingdom",False,POINT (-2.653650000000509 59.148940000000316),,,,,,,
1835,bay-of-london-united-kingdom,"Bay of London, United Kingdom",False,POINT (-2.766219999999832 59.19229999999987),,,,,,,
1836,gump-of-spurness-united-kingdom,"Gump of Spurness, United Kingdom",False,POINT (-2.701490000000198 59.20632000000029),,,,,,,
1837,cienfuegos-cuba,"Cienfuegos, Cuba",False,POINT (-80.44896345712418 22.145949778587273),,,,,,,
1838,kista-sweden,"Kista, Sweden",False,POINT (17.943569000000302 59.40288899999986),,,,,,,
1839,kalpeni-india,"Kalpeni, India",False,POINT (73.64410938214787 10.069817641044033),,,,,,,
1840,minicoy-india,"Minicoy, India",False,POINT (73.0512024994037 8.27464880388296),,,,,,,
1841,andrott-india,"Andrott, India",False,POINT (73.67409529270167 10.810878179169102),,,,,,,
1842,kavaratti-india,"Kavaratti, India",False,POINT (72.64071499772183 10.564728356964638),,,,,,,
1843,agatti-india,"Agatti, India",False,POINT (72.19544560983998 10.862867747435985),,,,,,,
1844,bangaram-india,"Bangaram, India",False,POINT (72.28722656010738 10.939880964178196),158.0,kochi-lakshadweep-islands-kli-sofc,Kochi-Lakshadweep Islands (KLI-SOFC),#d32c26,kochi-lakshadweep-islands-kli-sofc-0,"[ [ [ 72.722867954616973, 11.124258631805647 ], [ 72.618772791524009, 10.889916637992194 ], [ 72.337522990764015, 10.779422194820338 ], [ 72.195443091414703, 10.862867747435985 ] ], [ [ 73.051202485186664, 8.2746488038829593 ], [ 73.237522353197065, 8.2833262241703931 ], [ 75.65367042863204, 9.6507486246785081 ], [ 76.269550205874907, 9.9383864248931904 ] ], [ [ 73.644112065163966, 10.069817641044942 ], [ 73.800021954715987, 9.8940390276188026 ], [ 73.575022114107938, 8.7839694553791361 ], [ 73.237522353197065, 8.338985426020157 ], [ 73.051202485186664, 8.2746488038829593 ] ], [ [ 72.710642726442501, 11.689816748289662 ], [ 72.393772950915974, 11.496892979680824 ], [ 72.18593318270166, 11.59843321448516 ], [ 72.281273030611871, 11.33148066218366 ], [ 72.287226560107385, 10.939880964178196 ], [ 72.393772950915974, 10.889916637992194 ], [ 72.337522990764015, 10.807049625860893 ], [ 72.195443091414703, 10.862867747435985 ], [ 72.225023070459898, 10.779422194820338 ], [ 72.450022911067933, 10.55831195245637 ], [ 72.640713374724953, 10.564728356964638 ], [ 72.675022751675982, 10.337042550001563 ], [ 73.350022273500088, 10.004846997649413 ], [ 73.644107759150984, 10.069817641044942 ] ], [ [ 76.269550205874907, 9.9383864248931904 ], [ 75.600020680175817, 10.078698006650971 ], [ 73.786591964230041, 10.700352001209836 ], [ 73.674093669703865, 10.810878179169102 ], [ 73.561592123621821, 10.700352001209836 ], [ 72.722867954616973, 11.124258631805647 ], [ 72.830342641645927, 11.142200303720568 ], [ 72.777582679021677, 11.22718249121781 ], [ 72.94284256195003, 11.197384742384841 ], [ 73.125022432891868, 11.33148066218366 ], [ 73.125022432891868, 11.441766261214076 ], [ 73.006446236278435, 11.485221714276152 ], [ 72.900022592284017, 11.662208223864337 ], [ 72.710642726442501, 11.689816748289662 ] ] ]",MultiLineString
1845,kadmat-india,"Kadmat, India",False,POINT (72.77758430201857 11.22718249121781),,,,,,,
